name,colorIdentity,keywords,supertypes
"Tivash, Gloom Summoner",B,Lifelink,Legendary
Veinwitch Coven,B,Menace,
Audacious Reshapers,R,,
Battlemage's Bracers,R,Equip,
Creative Technique,R,Demonstrate,
Cursed Mirror,R,,
Fiery Encore,R,Storm,
Inferno Project,R,Trample,
"Laelia, the Blade Reforged",R,Haste,Legendary
Radiant Performer,R,Flash,
"Rionya, Fire Dancer",R,,Legendary
Rousing Refrain,R,Suspend,
Ruin Grinder,R,"Cycling, Menace, Mountaincycling",
Surge to Victory,R,,
Blossoming Bogbeast,G,,
Ezzaroot Channeler,G,Reach,
Fractal Harness,G,Equip,
Guardian Augmenter,G,Flash,
Healing Technique,G,Demonstrate,
Paradox Zone,G,,
Pest Infestation,G,,
"Ruxa, Patient Professor",G,,Legendary
Sequence Engine,G,,
Sproutback Trudge,G,Trample,
Trudge Garden,G,,
"Yedora, Grave Gardener",G,,Legendary
Inkshield,"B, W",,
Oversimplify,"G, U",,
Reinterpret,"R, U",,
Revival Experiment,"B, G",,
Wake the Past,"R, W",,
Elementalist's Palette,,,
Geometric Nexus,,,
Tempting Contract,,Treasure,
Triplicate Titan,,"Flying, Trample, Vigilance",
Study Hall,,Scry,
Witch's Clinic,,,
Desolation Twin,,,
Angel of Serenity,W,Flying,
Boreas Charger,W,Flying,
Citadel Siege,W,,
Cleansing Nova,W,,
Darksteel Mutation,W,Enchant,
Dispatch,W,Metalcraft,
Dispeller's Capsule,W,,
Duelist's Heritage,W,,
Elite Scaleguard,W,Bolster,
Ghostly Prison,W,,
"Gideon, Champion of Justice",W,,Legendary
Hunted Lammasu,W,Flying,
Knight of the White Orchid,W,First strike,
Martial Impetus,W,"Enchant, Goad",
Oblation,W,,
Oreskos Explorer,W,,
Orzhov Advokist,W,,
Return to Dust,W,,
Rout,W,,
Sanctum Gargoyle,W,Flying,
Selfless Squire,W,Flash,
Soul Snare,W,,
Stalking Leonin,W,,
Sun Titan,W,Vigilance,
Sunscorch Regent,W,Flying,
Together Forever,W,Support,
Tragic Arrogance,W,,
Vow of Duty,W,Enchant,
Windborn Muse,W,Flying,
"Zetalpa, Primal Dawn",W,"Double strike, Flying, Indestructible, Trample, Vigilance",Legendary
Aether Gale,U,,
Aetherspouts,U,,
Brainstorm,U,,
Champion of Wits,U,Eternalize,
Crafty Cutpurse,U,Flash,
Curse of the Swine,U,,
Dig Through Time,U,Delve,
Diluvian Primordial,U,Flying,
Living Lore,U,,
Metallurgic Summonings,U,,
Mind's Desire,U,Storm,
"Naru Meha, Master Wizard",U,Flash,Legendary
Ponder,U,,
Rapid Hybridization,U,,
Reef Worm,U,,
Rite of Replication,U,Kicker,
Serum Visions,U,Scry,
Swarm Intelligence,U,,
"Talrand, Sky Summoner",U,,Legendary
Traumatic Visions,U,"Basic landcycling, Cycling, Landcycling",
Treasure Cruise,U,Delve,
Ambition's Cost,B,,
Ancient Craving,B,,
Bloodthirsty Aerialist,B,Flying,
Bloodtracker,B,Flying,
Curse of Disturbance,B,Enchant,
Damnable Pact,B,,
Deadly Tempest,B,,
Deathbringer Regent,B,Flying,
Defiant Bloodlord,B,Flying,
Epicure of Blood,B,,
Feed the Swarm,B,,
Greed,B,,
Infernal Offering,B,,
Necropolis Regent,B,Flying,
Noxious Gearhulk,B,Menace,
Ob Nixilis Reignited,B,,Legendary
Parasitic Impetus,B,"Enchant, Goad",
Reckless Spite,B,,
Sangromancer,B,Flying,
Sanguine Bond,B,,
Silversmote Ghoul,B,,
Suffer the Past,B,,
Taste of Death,B,Food,
Vampire Nighthawk,B,"Deathtouch, Flying, Lifelink",
Apex of Power,R,,
Blasphemous Act,R,,
Brass's Bounty,R,Treasure,
Chain Reaction,R,,
Charmbreaker Devils,R,,
Combustible Gearhulk,R,"First strike, Mill",
"Daretti, Scrap Savant",R,,Legendary
Dualcaster Mage,R,Flash,
Erratic Cyclops,R,Trample,
"Etali, Primal Storm",R,,Legendary
Faithless Looting,R,Flashback,
Feldon of the Third Path,R,,Legendary
Fiery Fall,R,"Basic landcycling, Cycling, Landcycling",
Hellkite Igniter,R,"Flying, Haste",
Hellkite Tyrant,R,"Flying, Trample",
Hoard-Smelter Dragon,R,Flying,
Humble Defector,R,,
Jaya Ballard,R,,Legendary
Mana Geyser,R,,
Pia Nalaar,R,,Legendary
Quicksmith Genius,R,,
Seething Song,R,,
Sunbird's Invocation,R,,
Thopter Engineer,R,,
Volcanic Vision,R,,
Wildfire Devils,R,,
Ageless Entity,G,,
"Arashi, the Sky Asunder",G,Channel,Legendary
Beast Within,G,,
Cultivate,G,,
Ezuri's Predation,G,Fight,
Forgotten Ancient,G,,
"Garruk, Primal Hunter",G,,Legendary
Gift of Paradise,G,Enchant,
Hornet Nest,G,Defender,
Hornet Queen,G,"Deathtouch, Flying",
Hydra Broodmaster,G,Monstrosity,
Incubation Druid,G,Adapt,
Kazandu Tuskcaller,G,Level Up,
Kodama's Reach,G,,
Krosan Grip,G,Split second,
Managorger Hydra,G,Trample,
Nissa's Expedition,G,Convoke,
Nissa's Renewal,G,,
Pulse of Murasa,G,,
Rampaging Baloths,G,"Landfall, Trample",
Rampant Growth,G,,
Return of the Wildspeaker,G,,
Shamanic Revelation,G,Ferocious,
Terastodon,G,,
Verdant Sun's Avatar,G,,
Biomass Mutation,"G, U",,
Boros Charm,"R, W",,
Call the Skybreaker,"R, U",Retrace,
Coiling Oracle,"G, U",,
Crackling Drake,"R, U",Flying,
Deathbringer Liege,"B, W",,
Debtors' Knell,"B, W",,
Epic Experiment,"R, U",,
Gaze of Granite,"B, G",,
Gluttonous Troll,"B, G","Food, Trample",
Incubation // Incongruity,"G, U",,
Incubation // Incongruity,"G, U",,
"Jor Kadeen, the Prevailer","R, W","First strike, Metalcraft",Legendary
"Kaseto, Orochi Archmage","G, U",,Legendary
Leyline Prowler,"B, G","Deathtouch, Lifelink",
Magister of Worth,"B, W","Flying, Will of the council",
Master Biomancer,"G, U",,
Moldervine Reclamation,"B, G",,
Plaxcaster Frogling,"G, U",Graft,
Primal Empathy,"G, U",,
Sapling of Colfenor,"B, G",Indestructible,Legendary
Spitting Image,"G, U",Retrace,
"Teysa, Envoy of Ghosts","B, W","Protection, Vigilance",Legendary
Trygon Predator,"G, U",Flying,
Utter End,"B, W",,
Alhammarret's Archive,,,Legendary
Arcane Signet,,,
Bloodthirsty Blade,,Goad,
Boros Locket,"R, W",,
"Bosh, Iron Golem",R,Trample,Legendary
Burnished Hart,,,
Commander's Sphere,,,
Coveted Jewel,,,
Druidic Satchel,,,
Duplicant,,Imprint,
Elixir of Immortality,,,
Hedron Archive,,,
Ichor Wellspring,,,
Idol of Oblivion,,,
Izzet Signet,"R, U",,
Key to the City,,,
Loxodon Warhammer,,Equip,
Meteor Golem,,,
Mind Stone,,,
Mycosynth Wellspring,,,
Myr Battlesphere,,,
Orzhov Signet,"B, W",,
Paradise Plume,,,
Pendant of Prosperity,,,
Pilgrim's Eye,,Flying,
Pristine Talisman,,,
Pyromancer's Goggles,R,,Legendary
Scrap Trawler,,,
Sculpting Steel,,,
Simic Signet,"G, U",,
Sol Ring,,,
Solemn Simulacrum,,,
Spectral Searchlight,,,
Steel Hellkite,,Flying,
Steel Overseer,,,
Sun Droplet,,,
Talisman of Creativity,"R, U",,
Talisman of Resilience,"B, G",,
Thousand-Year Elixir,,,
Unstable Obelisk,,,
Venser's Journal,,,
Victory Chimes,,,
Well of Lost Dreams,,,
Ancient Den,W,,
Barren Moor,B,Cycling,
Battlefield Forge,"R, W",,
Blighted Cataract,U,,
Blighted Woodland,G,,
Bojuka Bog,B,,
Boros Garrison,"R, W",,
Caves of Koilos,"B, W",,
Command Tower,,,
Darksteel Citadel,,Indestructible,
Desert of the Fervent,R,Cycling,
Desert of the Mindful,U,Cycling,
Exotic Orchard,,,
Forgotten Cave,R,Cycling,
Gingerbread Cabin,G,Food,
Golgari Rot Farm,"B, G",,
Great Furnace,R,,
High Market,,,
Izzet Boilerworks,"R, U",,
Jungle Hollow,"B, G",,
Llanowar Reborn,G,Graft,
Llanowar Wastes,"B, G",,
Lonely Sandbar,U,Cycling,
Lumbering Falls,"G, U",,
Mage-Ring Network,,,
Memorial to Genius,U,,
"Mikokoro, Center of the Sea",,,Legendary
Mosswort Bridge,G,Hideaway,
Myriad Landscape,,,
"Novijen, Heart of Progress","G, U",,
Opal Palace,,,
"Oran-Rief, the Vastwood",G,,
Orzhov Basilica,"B, W",,
Phyrexia's Core,,,
Radiant Fountain,,,
Reliquary Tower,,,
Rogue's Passage,,,
Sapseep Forest,G,,
Scavenger Grounds,,,
Secluded Steppe,W,Cycling,
Shivan Reef,"R, U",,
Simic Growth Chamber,"G, U",,
Slayers' Stronghold,"R, W",,
"Sunhome, Fortress of the Legion","R, W",,
Tainted Field,"B, W",,
Tainted Wood,"B, G",,
Temple of Epiphany,"R, U",Scry,
Temple of Malady,"B, G",Scry,
Temple of Mystery,"G, U",Scry,
Temple of Silence,"B, W",Scry,
Temple of the False God,,,
Temple of Triumph,"R, W",Scry,
"Breena, the Demagogue","B, W",Flying,Legendary
"Felisa, Fang of Silverquill","B, W","Flying, Mentor",Legendary
"Veyran, Voice of Duality","R, U",Magecraft,Legendary
"Zaffai, Thunder Conductor","R, U","Magecraft, Scry",Legendary
"Gyome, Master Chef","B, G","Food, Trample",Legendary
"Willowdusk, Essence Seer","B, G",,Legendary
"Alibou, Ancient Witness","R, W",Scry,Legendary
"Osgir, the Reconstructor","R, W",Vigilance,Legendary
"Adrix and Nev, Twincasters","G, U",Ward,Legendary
"Esix, Fractal Bloom","G, U",Flying,Legendary
Angel of the Ruins,W,"Cycling, Flying, Plainscycling",
Archaeomancer's Map,W,,
Bronze Guardian,W,"Double strike, Ward",
Combat Calligrapher,W,Flying,
Digsite Engineer,W,,
Excavation Technique,W,"Demonstrate, Treasure",
Guardian Archon,W,Flying,
"Losheel, Clockwork Scholar",W,,Legendary
Monologue Tax,W,Treasure,
"Nils, Discipline Enforcer",W,,Legendary
Promise of Loyalty,W,,
Scholarship Sponsor,W,,
Commander's Insight,U,,
Curiosity Crafter,U,Flying,
Dazzling Sphinx,U,Flying,
"Deekah, Fractal Theorist",U,Magecraft,Legendary
Inspiring Refrain,U,Suspend,
Muse Vortex,U,,
"Octavia, Living Thesis",U,"Magecraft, Ward",Legendary
Perplexing Test,U,,
Replication Technique,U,Demonstrate,
Sly Instigator,U,Goad,
Spawning Kraken,U,,
Theoretical Duplication,U,,
Author of Shadows,B,,
Blight Mound,B,,
Bold Plagiarist,B,Flash,
Cunning Rhetoric,B,,
Essence Pulse,B,,
"Fain, the Broker",B,Treasure,Legendary
Incarnation Technique,B,"Demonstrate, Mill",
Keen Duelist,B,,
Marshland Bloodcaster,B,Flying,
Stinging Study,B,,
"Tivash, Gloom Summoner",B,Lifelink,Legendary
Veinwitch Coven,B,Menace,
Audacious Reshapers,R,,
Battlemage's Bracers,R,Equip,
Creative Technique,R,Demonstrate,
Cursed Mirror,R,,
Fiery Encore,R,Storm,
Inferno Project,R,Trample,
"Laelia, the Blade Reforged",R,Haste,Legendary
Radiant Performer,R,Flash,
"Rionya, Fire Dancer",R,,Legendary
Rousing Refrain,R,Suspend,
Ruin Grinder,R,"Cycling, Menace, Mountaincycling",
Surge to Victory,R,,
Blossoming Bogbeast,G,,
Ezzaroot Channeler,G,Reach,
Fractal Harness,G,Equip,
Guardian Augmenter,G,Flash,
Healing Technique,G,Demonstrate,
Paradox Zone,G,,
Pest Infestation,G,,
"Ruxa, Patient Professor",G,,Legendary
Sequence Engine,G,,
Sproutback Trudge,G,Trample,
Trudge Garden,G,,
"Yedora, Grave Gardener",G,,Legendary
Inkshield,"B, W",,
Oversimplify,"G, U",,
Reinterpret,"R, U",,
Revival Experiment,"B, G",,
Wake the Past,"R, W",,
Elementalist's Palette,,,
Geometric Nexus,,,
Tempting Contract,,Treasure,
Triplicate Titan,,"Flying, Trample, Vigilance",
Witch's Clinic,,,
Tranquil Thicket,G,Cycling,
Yavimaya Coast,"G, U",,
"Freyalise, Llanowar's Fury",G,,Legendary
"Omnath, Locus of Mana",G,,Legendary
Bane of Progress,G,,
Seedborn Muse,G,,
Sylvan Library,G,,
Worldly Tutor,G,,
Sol Ring,,,
Command Tower,,,
"Liliana, Heretical Healer // Liliana, Defiant Necromancer",B,"Lifelink, Transform",Legendary
"Liliana, Heretical Healer // Liliana, Defiant Necromancer",B,,Legendary
Ghoulcaller Gisa,B,,Legendary
Ophiomancer,B,,
Phyrexian Arena,B,,
Reanimate,B,,
Toxic Deluge,B,,
Sol Ring,,,
Command Tower,,,
Animate Wall,W,Enchant,
Armageddon,W,,
Balance,W,,
Benalish Hero,W,Banding,
Black Ward,W,Enchant,
Blaze of Glory,W,,
Blessing,W,Enchant,
Blue Ward,W,Enchant,
Castle,W,,
Circle of Protection: Black,W,,
Circle of Protection: Blue,W,,
Circle of Protection: Green,W,,
Circle of Protection: Red,W,,
Circle of Protection: White,W,,
Consecrate Land,W,Enchant,
Conversion,W,,
Crusade,W,,
Death Ward,W,,
Disenchant,W,,
Farmstead,W,Enchant,
Green Ward,W,Enchant,
Guardian Angel,W,,
Healing Salve,W,,
Holy Armor,W,Enchant,
Holy Strength,W,Enchant,
Island Sanctuary,W,,
Karma,W,,
Lance,W,Enchant,
Mesa Pegasus,W,"Banding, Flying",
Northern Paladin,W,,
Pearled Unicorn,W,,
Personal Incarnation,W,,
Purelace,W,,
Red Ward,W,Enchant,
Resurrection,W,,
Reverse Damage,W,,
Righteousness,W,,
Samite Healer,W,,
Savannah Lions,W,,
Serra Angel,W,"Flying, Vigilance",
Swords to Plowshares,W,,
Veteran Bodyguard,W,,
Wall of Swords,W,"Defender, Flying",
White Knight,W,"First strike, Protection",
White Ward,W,Enchant,
Wrath of God,W,,
Air Elemental,U,Flying,
Ancestral Recall,U,,
Animate Artifact,U,Enchant,
Blue Elemental Blast,U,,
Braingeyser,U,,
Clone,U,,
Control Magic,U,Enchant,
Copy Artifact,U,,
Counterspell,U,,
Creature Bond,U,Enchant,
Drain Power,U,,
Feedback,U,Enchant,
Flight,U,Enchant,
Invisibility,U,Enchant,
Jump,U,,
Lifetap,U,,
Lord of Atlantis,U,,
Magical Hack,U,,
Mahamoti Djinn,U,Flying,
Mana Short,U,,
Merfolk of the Pearl Trident,U,,
Phantasmal Forces,U,Flying,
Phantasmal Terrain,U,Enchant,
Phantom Monster,U,Flying,
Pirate Ship,U,,
Power Leak,U,Enchant,
Power Sink,U,,
Prodigal Sorcerer,U,,
Psionic Blast,U,,
Psychic Venom,U,Enchant,
Sea Serpent,U,,
Siren's Call,U,,
Sleight of Mind,U,,
Spell Blast,U,,
Stasis,U,,
Steal Artifact,U,Enchant,
Thoughtlace,U,,
Time Walk,U,,
Timetwister,U,,
Twiddle,U,,
Unsummon,U,,
Vesuvan Doppelganger,U,,
Volcanic Eruption,U,,
Wall of Air,U,"Defender, Flying",
Wall of Water,U,Defender,
Water Elemental,U,,
Animate Dead,B,Enchant,
Bad Moon,B,,
Black Knight,B,"First strike, Protection",
Bog Wraith,B,Swampwalk,
Contract from Below,B,,
Cursed Land,B,Enchant,
Dark Ritual,B,,
Darkpact,B,,
Deathgrip,B,,
Deathlace,B,,
Demonic Attorney,B,,
Demonic Hordes,B,,
Demonic Tutor,B,,
Drain Life,B,,
Drudge Skeletons,B,,
Evil Presence,B,Enchant,
Fear,B,Enchant,
Frozen Shade,B,,
Gloom,B,,
Howl from Beyond,B,,
Hypnotic Specter,B,Flying,
Lich,B,,
Lord of the Pit,B,"Flying, Trample",
Mind Twist,B,,
Nether Shadow,B,Haste,
Nettling Imp,B,,
Nightmare,B,Flying,
Paralyze,B,Enchant,
Pestilence,B,,
Plague Rats,B,,
Raise Dead,B,,
Royal Assassin,B,,
Sacrifice,B,,
Scathe Zombies,B,,
Scavenging Ghoul,B,,
Sengir Vampire,B,Flying,
Simulacrum,B,,
Sinkhole,B,,
Terror,B,,
Unholy Strength,B,Enchant,
Wall of Bone,B,Defender,
Warp Artifact,B,Enchant,
Weakness,B,Enchant,
Will-o'-the-Wisp,B,Flying,
Word of Command,B,,
Zombie Master,B,,
Burrowing,R,Enchant,
Chaoslace,R,,
Disintegrate,R,,
Dragon Whelp,R,Flying,
Dwarven Demolition Team,R,,
Dwarven Warriors,R,,
Earth Elemental,R,,
Earthbind,R,Enchant,
Earthquake,R,,
False Orders,R,,
Fire Elemental,R,,
Fireball,R,,
Firebreathing,R,Enchant,
Flashfires,R,,
Fork,R,,
Goblin Balloon Brigade,R,,
Goblin King,R,,
Granite Gargoyle,R,Flying,
Gray Ogre,R,,
Hill Giant,R,,
Hurloon Minotaur,R,,
Ironclaw Orcs,R,,
Keldon Warlord,R,,
Lightning Bolt,R,,
Mana Flare,R,,
Manabarbs,R,,
Mons's Goblin Raiders,R,,
Orcish Artillery,R,,
Orcish Oriflamme,R,,
Power Surge,R,,
Raging River,R,,
Red Elemental Blast,R,,
Roc of Kher Ridges,R,Flying,
Rock Hydra,R,,
Sedge Troll,"B, R",,
Shatter,R,,
Shivan Dragon,R,Flying,
Smoke,R,,
Stone Giant,R,,
Stone Rain,R,,
Tunnel,R,,
Two-Headed Giant of Foriys,R,Trample,
Uthden Troll,R,,
Wall of Fire,R,Defender,
Wall of Stone,R,Defender,
Wheel of Fortune,R,,
Aspect of Wolf,G,Enchant,
Berserk,G,,
Birds of Paradise,G,Flying,
Camouflage,G,,
Channel,G,,
Cockatrice,G,Flying,
Craw Wurm,G,,
Elvish Archers,G,First strike,
Fastbond,G,,
Fog,G,,
Force of Nature,G,Trample,
Fungusaur,G,,
Gaea's Liege,G,,
Giant Growth,G,,
Giant Spider,G,Reach,
Grizzly Bears,G,,
Hurricane,G,,
Ice Storm,G,,
Instill Energy,G,Enchant,
Ironroot Treefolk,G,,
Kudzu,G,Enchant,
Ley Druid,G,,
Lifeforce,G,,
Lifelace,G,,
Living Artifact,G,Enchant,
Living Lands,G,,
Llanowar Elves,G,,
Lure,G,Enchant,
Natural Selection,G,,
Regeneration,G,Enchant,
Regrowth,G,,
Scryb Sprites,G,Flying,
Shanodin Dryads,G,Forestwalk,
Stream of Life,G,,
Thicket Basilisk,G,,
Timber Wolves,G,Banding,
Tranquility,G,,
Tsunami,G,,
Verduran Enchantress,G,,
Wall of Brambles,G,Defender,
Wall of Ice,G,Defender,
Wall of Wood,G,Defender,
Wanderlust,G,Enchant,
War Mammoth,G,Trample,
Web,G,Enchant,
Wild Growth,G,Enchant,
Ankh of Mishra,,,
Basalt Monolith,,,
Black Lotus,,,
Black Vise,,,
Celestial Prism,,,
Chaos Orb,,,
Clockwork Beast,,,
Conservator,,,
Copper Tablet,,,
Crystal Rod,,,
Cyclopean Tomb,,,
Dingus Egg,,,
Disrupting Scepter,,,
Forcefield,,,
Gauntlet of Might,R,,
Glasses of Urza,,,
Helm of Chatzuk,,,
Howling Mine,,,
Icy Manipulator,,,
Illusionary Mask,,,
Iron Star,,,
Ivory Cup,,,
Jade Monolith,,,
Jade Statue,,,
Jayemdae Tome,,,
Juggernaut,,,
Kormus Bell,,,
Library of Leng,,,
Living Wall,,Defender,
Mana Vault,,,
Meekstone,,,
Mox Emerald,G,,
Mox Jet,B,,
Mox Pearl,W,,
Mox Ruby,R,,
Mox Sapphire,U,,
Nevinyrral's Disk,,,
Obsianus Golem,,,
Rod of Ruin,,,
Sol Ring,,,
Soul Net,,,
Sunglasses of Urza,,,
The Hive,,,
Throne of Bone,,,
Time Vault,,,
Winter Orb,,,
Wooden Sphere,,,
Badlands,"B, R",,
Bayou,"B, G",,
Plateau,"R, W",,
Savannah,"G, W",,
Scrubland,"B, W",,
Taiga,"G, R",,
Tropical Island,"G, U",,
Tundra,"U, W",,
Underground Sea,"B, U",,
Volcanic Island,"R, U",,
Plains,W,,Basic
Plains,W,,Basic
Plains,W,,Basic
Island,U,,Basic
Island,U,,Basic
Island,U,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Forest,G,,Basic
Forest,G,,Basic
Forest,G,,Basic
Animate Wall,W,Enchant,
Armageddon,W,,
Balance,W,,
Benalish Hero,W,Banding,
Black Ward,W,Enchant,
Blaze of Glory,W,,
Blessing,W,Enchant,
Blue Ward,W,Enchant,
Castle,W,,
Circle of Protection: Black,W,,
Circle of Protection: Blue,W,,
Circle of Protection: Green,W,,
Circle of Protection: Red,W,,
Circle of Protection: White,W,,
Consecrate Land,W,Enchant,
Conversion,W,,
Crusade,W,,
Death Ward,W,,
Disenchant,W,,
Farmstead,W,Enchant,
Green Ward,W,Enchant,
Guardian Angel,W,,
Healing Salve,W,,
Holy Armor,W,Enchant,
Holy Strength,W,Enchant,
Island Sanctuary,W,,
Karma,W,,
Lance,W,Enchant,
Mesa Pegasus,W,"Banding, Flying",
Northern Paladin,W,,
Pearled Unicorn,W,,
Personal Incarnation,W,,
Purelace,W,,
Red Ward,W,Enchant,
Resurrection,W,,
Reverse Damage,W,,
Righteousness,W,,
Samite Healer,W,,
Savannah Lions,W,,
Serra Angel,W,"Flying, Vigilance",
Swords to Plowshares,W,,
Veteran Bodyguard,W,,
Wall of Swords,W,"Defender, Flying",
White Knight,W,"First strike, Protection",
White Ward,W,Enchant,
Wrath of God,W,,
Air Elemental,U,Flying,
Ancestral Recall,U,,
Animate Artifact,U,Enchant,
Blue Elemental Blast,U,,
Braingeyser,U,,
Clone,U,,
Control Magic,U,Enchant,
Copy Artifact,U,,
Counterspell,U,,
Creature Bond,U,Enchant,
Drain Power,U,,
Feedback,U,Enchant,
Flight,U,Enchant,
Invisibility,U,Enchant,
Jump,U,,
Lifetap,U,,
Lord of Atlantis,U,,
Magical Hack,U,,
Mahamoti Djinn,U,Flying,
Mana Short,U,,
Merfolk of the Pearl Trident,U,,
Phantasmal Forces,U,Flying,
Phantasmal Terrain,U,Enchant,
Phantom Monster,U,Flying,
Pirate Ship,U,,
Power Leak,U,Enchant,
Power Sink,U,,
Prodigal Sorcerer,U,,
Psionic Blast,U,,
Psychic Venom,U,Enchant,
Sea Serpent,U,,
Siren's Call,U,,
Sleight of Mind,U,,
Spell Blast,U,,
Stasis,U,,
Steal Artifact,U,Enchant,
Thoughtlace,U,,
Time Walk,U,,
Timetwister,U,,
Twiddle,U,,
Unsummon,U,,
Vesuvan Doppelganger,U,,
Volcanic Eruption,U,,
Wall of Air,U,"Defender, Flying",
Wall of Water,U,Defender,
Water Elemental,U,,
Animate Dead,B,Enchant,
Bad Moon,B,,
Black Knight,B,"First strike, Protection",
Bog Wraith,B,Swampwalk,
Contract from Below,B,,
Cursed Land,B,Enchant,
Dark Ritual,B,,
Darkpact,B,,
Deathgrip,B,,
Deathlace,B,,
Demonic Attorney,B,,
Demonic Hordes,B,,
Demonic Tutor,B,,
Drain Life,B,,
Drudge Skeletons,B,,
Evil Presence,B,Enchant,
Fear,B,Enchant,
Frozen Shade,B,,
Gloom,B,,
Howl from Beyond,B,,
Hypnotic Specter,B,Flying,
Lich,B,,
Lord of the Pit,B,"Flying, Trample",
Mind Twist,B,,
Nether Shadow,B,Haste,
Nettling Imp,B,,
Nightmare,B,Flying,
Paralyze,B,Enchant,
Pestilence,B,,
Plague Rats,B,,
Raise Dead,B,,
Royal Assassin,B,,
Sacrifice,B,,
Scathe Zombies,B,,
Scavenging Ghoul,B,,
Sengir Vampire,B,Flying,
Simulacrum,B,,
Sinkhole,B,,
Terror,B,,
Unholy Strength,B,Enchant,
Wall of Bone,B,Defender,
Warp Artifact,B,Enchant,
Weakness,B,Enchant,
Will-o'-the-Wisp,B,Flying,
Word of Command,B,,
Zombie Master,B,,
Burrowing,R,Enchant,
Chaoslace,R,,
Disintegrate,R,,
Dragon Whelp,R,Flying,
Dwarven Demolition Team,R,,
Dwarven Warriors,R,,
Earth Elemental,R,,
Earthbind,R,Enchant,
Earthquake,R,,
False Orders,R,,
Fire Elemental,R,,
Fireball,R,,
Firebreathing,R,Enchant,
Flashfires,R,,
Fork,R,,
Goblin Balloon Brigade,R,,
Goblin King,R,,
Granite Gargoyle,R,Flying,
Gray Ogre,R,,
Hill Giant,R,,
Hurloon Minotaur,R,,
Ironclaw Orcs,R,,
Keldon Warlord,R,,
Lightning Bolt,R,,
Mana Flare,R,,
Manabarbs,R,,
Mons's Goblin Raiders,R,,
Orcish Artillery,R,,
Orcish Oriflamme,R,,
Power Surge,R,,
Raging River,R,,
Red Elemental Blast,R,,
Roc of Kher Ridges,R,Flying,
Rock Hydra,R,,
Sedge Troll,"B, R",,
Shatter,R,,
Shivan Dragon,R,Flying,
Smoke,R,,
Stone Giant,R,,
Stone Rain,R,,
Tunnel,R,,
Two-Headed Giant of Foriys,R,Trample,
Uthden Troll,R,,
Wall of Fire,R,Defender,
Wall of Stone,R,Defender,
Wheel of Fortune,R,,
Aspect of Wolf,G,Enchant,
Berserk,G,,
Birds of Paradise,G,Flying,
Camouflage,G,,
Channel,G,,
Cockatrice,G,Flying,
Craw Wurm,G,,
Elvish Archers,G,First strike,
Fastbond,G,,
Fog,G,,
Force of Nature,G,Trample,
Fungusaur,G,,
Gaea's Liege,G,,
Giant Growth,G,,
Giant Spider,G,Reach,
Grizzly Bears,G,,
Hurricane,G,,
Ice Storm,G,,
Instill Energy,G,Enchant,
Ironroot Treefolk,G,,
Kudzu,G,Enchant,
Ley Druid,G,,
Lifeforce,G,,
Lifelace,G,,
Living Artifact,G,Enchant,
Living Lands,G,,
Llanowar Elves,G,,
Lure,G,Enchant,
Natural Selection,G,,
Regeneration,G,Enchant,
Regrowth,G,,
Scryb Sprites,G,Flying,
Shanodin Dryads,G,Forestwalk,
Stream of Life,G,,
Thicket Basilisk,G,,
Timber Wolves,G,Banding,
Tranquility,G,,
Tsunami,G,,
Verduran Enchantress,G,,
Wall of Brambles,G,Defender,
Wall of Ice,G,Defender,
Wall of Wood,G,Defender,
Wanderlust,G,Enchant,
War Mammoth,G,Trample,
Web,G,Enchant,
Wild Growth,G,Enchant,
Ankh of Mishra,,,
Basalt Monolith,,,
Black Lotus,,,
Black Vise,,,
Celestial Prism,,,
Chaos Orb,,,
Clockwork Beast,,,
Conservator,,,
Copper Tablet,,,
Crystal Rod,,,
Cyclopean Tomb,,,
Dingus Egg,,,
Disrupting Scepter,,,
Forcefield,,,
Gauntlet of Might,R,,
Glasses of Urza,,,
Helm of Chatzuk,,,
Howling Mine,,,
Icy Manipulator,,,
Illusionary Mask,,,
Iron Star,,,
Ivory Cup,,,
Jade Monolith,,,
Jade Statue,,,
Jayemdae Tome,,,
Juggernaut,,,
Kormus Bell,,,
Library of Leng,,,
Living Wall,,Defender,
Mana Vault,,,
Meekstone,,,
Mox Emerald,G,,
Mox Jet,B,,
Mox Pearl,W,,
Mox Ruby,R,,
Mox Sapphire,U,,
Nevinyrral's Disk,,,
Obsianus Golem,,,
Rod of Ruin,,,
Sol Ring,,,
Soul Net,,,
Sunglasses of Urza,,,
The Hive,,,
Throne of Bone,,,
Time Vault,,,
Winter Orb,,,
Wooden Sphere,,,
Badlands,"B, R",,
Bayou,"B, G",,
Plateau,"R, W",,
Savannah,"G, W",,
Scrubland,"B, W",,
Taiga,"G, R",,
Tropical Island,"G, U",,
Tundra,"U, W",,
Underground Sea,"B, U",,
Volcanic Island,"R, U",,
Plains,W,,Basic
Plains,W,,Basic
Plains,W,,Basic
Island,U,,Basic
Island,U,,Basic
